time,lon,lat,Temp[°C],Hum[%],HDX[°C],Alt[m],Press[mbar],DP[°C],Speed[km/h],Solar[],Date,Time
2023-03-03 15:42:22+00:00,11.3547772,44.4996003,13.5,66,13.5,54,1010,6.7,4,-,2023-03-03,15:42:22
2023-03-03 15:42:28+00:00,11.3546987,44.499609,13.5,65,13.5,55,1010,6.7,5,-,2023-03-03,15:42:28
2023-03-03 15:42:34+00:00,11.3547893,44.4998811,13.5,66,13.6,54,1010,6.8,11,-,2023-03-03,15:42:34
2023-03-03 15:42:40+00:00,11.3548214,44.5001868,13.5,66,13.6,54,1010,6.8,15,0.6,2023-03-03,15:42:40
2023-03-03 15:42:46+00:00,11.3550914,44.5003055,13.5,66,13.6,55,1010,6.8,11,-,2023-03-03,15:42:46
2023-03-03 15:42:52+00:00,11.3553989,44.5001241,13.4,66,13.5,54,1010,6.8,13,-,2023-03-03,15:42:52
2023-03-03 15:42:58+00:00,11.355486,44.49998,13.4,66,13.5,54,1010,6.8,7,-,2023-03-03,15:42:58
2023-03-03 15:43:04+00:00,11.3555227,44.4999898,13.4,66,13.5,54,1010,6.8,0,-,2023-03-03,15:43:04
2023-03-03 15:43:10+00:00,11.3555358,44.5000063,13.5,66,13.6,54,1010,6.8,1,-,2023-03-03,15:43:10
2023-03-03 15:43:16+00:00,11.355408,44.5001071,13.5,67,13.6,54,1010,6.9,10,-,2023-03-03,15:43:16
2023-03-03 15:43:22+00:00,11.3552766,44.5002089,13.5,66,13.5,54,1010,6.8,8,-,2023-03-03,15:43:22
2023-03-03 15:43:28+00:00,11.3552588,44.5001856,13.5,66,13.5,54,1010,6.8,1,-,2023-03-03,15:43:28
